         786300 function calls (779308 primitive calls) in 0.625 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       26    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 rfc822.py:501(AddrlistClass)
        3    0.000    0.000    0.000    0.000 {method 'isdigit' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 interface.py:300(InterfaceClass)
        1    0.000    0.000    0.000    0.000 adapter.py:26(BaseAdapterRegistry)
        7    0.000    0.000    0.000    0.000 threading.py:59(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1293(SelectElement)
        1    0.000    0.000    0.000    0.000 interfaces.py:160(IInterface)
        5    0.000    0.000    0.000    0.000 __init__.py:148(getLevelName)
        1    0.000    0.000    0.000    0.000 __init__.py:1112(Logger)
        1    0.000    0.000    0.000    0.000 defer.py:197(Deferred)
        3    0.000    0.000    0.000    0.000 __init__.py:413(register_loader_type)
        1    0.000    0.000    0.000    0.000 interfaces.py:25(IElement)
        1    0.000    0.000    0.000    0.000 SSL.py:966(set_mode)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2417(Keyword)
       27    0.000    0.000    0.000    0.000 decimal.py:3817(<genexpr>)
        1    0.000    0.000    0.000    0.000 robustapply.py:7(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:239(_fileobject)
        3    0.000    0.000    0.000    0.000 runtime.py:112(isWindows)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4274(postParse)
        1    0.000    0.000    0.000    0.000 constants.py:200(_ConstantsContainer)
        1    0.000    0.000    0.000    0.000 interfaces.py:96(RSABackend)
        1    0.000    0.000    0.000    0.000 __init__.py:12(AsymmetricSignatureContext)
        1    0.000    0.000    0.000    0.000 http.py:1432(_ChunkedTransferDecoder)
        1    0.000    0.000    0.000    0.000 Queue.py:212(PriorityQueue)
        1    0.000    0.000    0.000    0.000 reactor.py:20(CallLaterOnce)
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        1    0.000    0.000    0.000    0.000 failure.py:458(__getstate__)
        1    0.000    0.000    0.000    0.000 crypto.py:1772(Revoked)
        5    0.000    0.000    0.000    0.000 compat.py:218(comparable)
       32    0.000    0.000    0.000    0.000 six.py:642(b)
        1    0.000    0.000    0.000    0.000 dsa.py:189(DSAPublicNumbers)
        1    0.000    0.000    0.000    0.000 basic.py:802(Int32StringReceiver)
        1    0.000    0.000    0.000    0.000 http.py:1953(HTTPFactory)
        1    0.000    0.000    0.000    0.000 __init__.py:132(Classes)
        1    0.000    0.000    0.000    0.000 version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 udp.py:424(MulticastMixin)
        1    0.000    0.000    0.000    0.000 contextlib.py:132(closing)
        1    0.000    0.000    0.000    0.000 __init__.py:1401(LoggerAdapter)
        6    0.000    0.000    0.000    0.000 crypto.py:574(_cmp)
        1    0.000    0.000    0.000    0.000 tls.py:67(_PullToPush)
        1    0.000    0.000    0.000    0.000 _logger.py:17(Logger)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:10(<module>)
        1    0.000    0.000    0.000    0.000 middleware.py:12(MiddlewareManager)
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
       36    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:3234(ParseExpression)
        1    0.000    0.000    0.000    0.000 threading.py:285(__enter__)
        1    0.000    0.000    0.000    0.000 {built-in method ENGINE_new}
       18    0.000    0.000    0.000    0.000 apihelpers.pxi:1353(_is_valid_xml_ascii)
        1    0.000    0.000    0.000    0.000 interfaces.py:362(IInterfaceDeclaration)
        1    0.000    0.000    0.000    0.000 interfaces.py:79(PBKDF2HMACBackend)
        1    0.000    0.000    0.000    0.000 crypto.py:2363(NetscapeSPKI)
        1    0.000    0.000    0.000    0.000 binding.py:135(__init__)
        1    0.000    0.000    0.000    0.000 _buffer.py:20(LimitedHistoryLogObserver)
        9    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'register' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 iweb.py:336(ICredentialFactory)
        1    0.000    0.000    0.000    0.000 interfaces.py:225(PEMSerializationBackend)
        1    0.000    0.000    0.000    0.000 _structures.py:7(Infinity)
       10    0.000    0.000    0.000    0.000 xslt.pxi:216(_setAccess)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 task.py:565(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:491(CFunctionType)
        1    0.000    0.000    0.000    0.000 collections.py:407(Counter)
        1    0.000    0.000    0.000    0.000 cProfile.py:66(Profile)
        1    0.000    0.000    0.000    0.000 interfaces.py:2268(ICipher)
        1    0.000    0.000    0.000    0.000 __init__.py:92(_SetuptoolsVersionMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:596(IResourceProvider)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:483(Binary)
        4    0.000    0.000    0.000    0.000 urlparse.py:206(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:276(<genexpr>)
        1    0.000    0.000    0.000    0.000 parser.py:608(TokenMacros)
        1    0.000    0.000    0.000    0.000 urllib.py:616(FancyURLopener)
        1    0.000    0.000    0.000    0.000 iweb.py:383(IBodyProducer)
        1    0.000    0.000    0.000    0.000 httplib.py:1153(HTTP)
        1    0.000    0.000    0.000    0.000 protocol.py:26(Factory)
        1    0.000    0.000    0.000    0.000 policies.py:39(ProtocolWrapper)
        1    0.000    0.000    0.000    0.000 item.py:28(<genexpr>)
        1    0.000    0.000    0.000    0.000 xpath.py:41(XPathExpr)
        2    0.000    0.000    0.000    0.000 xslt.pxi:195(__init__)
       11    0.000    0.000    0.000    0.000 extensions.pxi:460(__cinit__)
        1    0.000    0.000    0.000    0.000 policies.py:240(ThrottlingFactory)
        1    0.000    0.000    0.000    0.000 interfaces.py:905(IHandlerRegistration)
        1    0.000    0.000    0.000    0.000 platform.py:390(_popen)
        1    0.000    0.000    0.000    0.000 _filter.py:131(__init__)
        1    0.000    0.000    0.000    0.000 process.py:129(ProcessWriter)
        1    0.000    0.000    0.000    0.000 lxmlhtml.py:84(LxmlLinkExtractor)
        1    0.000    0.000    0.000    0.000 protocol.py:666(AbstractDatagramProtocol)
        1    0.000    0.000    0.000    0.000 tcp.py:166(Connection)
        3    0.000    0.000    0.000    0.000 warnings.py:377(__exit__)
        1    0.000    0.000    0.000    0.000 tcp.py:748(Server)
        1    0.000    0.000    0.000    0.000 interfaces.py:945(IComponentRegistry)
        1    0.000    0.000    0.000    0.000 interfaces.py:663(IAdapterRegistry)
        1    0.000    0.000    0.000    0.000 __init__.py:27(AsymmetricVerificationContext)
        1    0.000    0.000    0.000    0.000 plistlib.py:365(Data)
        2    0.000    0.000    0.000    0.000 pyparsing.py:437(__iter__)
        1    0.000    0.000    0.000    0.000 util.py:374(LineLog)
        1    0.000    0.000    0.000    0.000 SocketServer.py:355(TCPServer)
        1    0.000    0.000    0.000    0.000 __init__.py:1561(DefaultProvider)
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tcp.py:319(_BaseBaseClient)
        8    0.000    0.000    0.000    0.000 constants.py:120(_realize)
        1    0.000    0.000    0.000    0.000 interfaces.py:2248(INegotiated)
        1    0.000    0.000    0.000    0.000 link.py:13(Link)
        1    0.000    0.000    0.000    0.000 tcp.py:1146(Connector)
        2    0.000    0.000    0.000    0.000 _compat.py:21(_u)
        1    0.000    0.000    0.000    0.000 http.py:380(HTTPClient)
        1    0.000    0.000    0.000    0.000 interfaces.py:1848(IProcessProtocol)
        1    0.000    0.000    0.000    0.000 version.py:72(LegacyVersion)
        1    0.000    0.000    0.000    0.000 __init__.py:1258(TextareaElement)
        1    0.000    0.000    0.000    0.000 crypto.py:172(PKey)
        2    0.000    0.000    0.000    0.000 tokenize.py:47(maybe)
        1    0.000    0.000    0.000    0.000 __init__.py:1464(RadioGroup)
        1    0.000    0.000    0.000    0.000 shlex.py:21(shlex)
        1    0.000    0.000    0.000    0.000 http.py:1899(_XForwardedForRequest)
        1    0.000    0.000    0.000    0.000 basic.py:830(Int8StringReceiver)
        1    0.000    0.000    0.000    0.000 interfaces.py:759(IObjectEvent)
        1    0.000    0.000    0.000    0.000 log.py:476(FileLogObserver)
        4    0.000    0.000    0.000    0.000 common.py:1(obsolete_setter)
        1    0.000    0.000    0.000    0.000 ConfigParser.py:112(Error)
       10    0.000    0.000    0.000    0.000 SSL.py:408(_requires_decorator)
        1    0.000    0.000    0.000    0.000 interfaces.py:12(CipherBackend)
        1    0.000    0.000    0.000    0.000 ssl.py:329(SSLContext)
        2    0.000    0.000    0.000    0.000 {method 'set_element_class_lookup' of 'lxml.etree._BaseParser' objects}
        1    0.000    0.000    0.000    0.000 csv.py:26(Dialect)
        2    0.000    0.000    0.000    0.000 {method 'gc' of 'CompiledFFI' objects}
        1    0.000    0.000    0.000    0.000 io.py:76(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 item.py:45(DictItem)
        1    0.000    0.000    0.000    0.000 _MozillaCookieJar.py:8(MozillaCookieJar)
        1    0.000    0.000    0.000    0.000 win32.py:106(_ErrorFormatter)
        1    0.000    0.000    0.000    0.000 feedparser.py:43(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 lockfile.py:121(FilesystemLock)
        1    0.000    0.000    0.000    0.000 basic.py:508(LineReceiver)
        1    0.000    0.000    0.000    0.000 __init__.py:12(ScrapyCommand)
        1    0.000    0.000    0.000    0.000 threading.py:125(_RLock)
        2    0.000    0.000    0.000    0.000 {built-in method BIO_new}
        1    0.000    0.000    0.000    0.000 weakref.py:55(remove)
        1    0.000    0.000    0.000    0.000 parser.pxi:60(initMainParserContext)
        1    0.000    0.000    0.000    0.000 _observer.py:84(addObserver)
        1    0.000    0.000    0.000    0.000 socket.py:171(_closedsocket)
        1    0.000    0.000    0.000    0.000 lxmlhtml.py:29(LxmlParserLinkExtractor)
        1    0.000    0.000    0.000    0.000 __init__.py:2886(Requirement)
        2    0.000    0.000    0.000    0.000 xslt.pxi:190(__cinit__)
        2    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        4    0.000    0.000    0.000    0.000 log.py:305(decorate)
        1    0.000    0.000    0.000    0.000 __init__.py:1652(ContextualZipFile)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 {posix.readlink}
        1    0.000    0.000    0.000    0.000 log.py:594(StdioOnnaStick)
        1    0.000    0.000    0.000    0.000 _stdlib.py:113(StringifiableFromEvent)
        1    0.000    0.000    0.000    0.000 interfaces.py:2494(IMulticastTransport)
        1    0.000    0.000    0.000    0.000 protocol.py:333(ReconnectingClientFactory)
       12    0.000    0.000    0.000    0.000 xmlerror.pxi:385(__cinit__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:182(ParseBaseException)
        1    0.000    0.000    0.000    0.000 log.py:682(NullFile)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 dsa.py:65(DSAPrivateKeyWithSerialization)
        3    0.000    0.000    0.000    0.000 binding.py:66(ffi_callback)
       12    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 headers.py:7(Headers)
        1    0.000    0.000    0.000    0.000 interfaces.py:1998(ITransport)
        1    0.000    0.000    0.000    0.000 __init__.py:1701(LabelElement)
        1    0.000    0.000    0.000    0.000 zipfile.py:1375(PyZipFile)
        2    0.000    0.000    0.000    0.000 {method 'isOrExtends' of '_interface_coptimizations.SpecificationBase' objects}
        1    0.000    0.000    0.000    0.000 crypto.py:322(_EllipticCurve)
        3    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 crypto.py:2186(PKCS12)
        1    0.000    0.000    0.000    0.000 cookielib.py:723(Cookie)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:377(DateTime)
        1    0.000    0.000    0.000    0.000 threading.py:300(_is_owned)
        1    0.000    0.000    0.000    0.000 scraper.py:24(Slot)
        1    0.000    0.000    0.000    0.000 sgml.py:19(BaseSgmlLinkExtractor)
        1    0.000    0.000    0.000    0.000 tls.py:165(_ProducerMembrane)
        1    0.000    0.000    0.000    0.000 log.py:456(_GlobalStartStopMixIn)
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
        1    0.000    0.000    0.000    0.000 pyparsing.py:3796(NotAny)
        1    0.000    0.000    0.000    0.000 __init__.py:359(ContextualVersionConflict)
        3    0.000    0.000    0.000    0.000 weakref.py:299(remove)
        1    0.000    0.000    0.000    0.000 urllib.py:862(ftpwrapper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3569(Each)
        6    0.000    0.000    0.000    0.000 {vars}
        1    0.000    0.000    0.000    0.000 __init__.py:329(CDLL)
        1    0.000    0.000    0.000    0.000 datatypes.py:239(MergeDict)
        1    0.000    0.000    0.000    0.000 interfaces.py:2394(IUDPTransport)
        1    0.000    0.000    0.000    0.000 httplib.py:369(HTTPResponse)
        1    0.000    0.000    0.000    0.000 SocketServer.py:717(DatagramRequestHandler)
        1    0.000    0.000    0.000    0.000 protocol.py:228(ClientCreator)
        1    0.000    0.000    0.000    0.000 {posix.sysconf}
        1    0.000    0.000    0.000    0.000 process.py:966(PTYProcess)
        1    0.000    0.000    0.000    0.000 _newtls.py:162(ConnectionMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:545(Filter)
        1    0.000    0.000    0.000    0.000 versions.py:45(Version)
        1    0.000    0.000    0.000    0.000 io.py:73(RawIOBase)
        1    0.000    0.000    0.000    0.000 interfaces.py:1968(IProtocolFactory)
        1    0.000    0.000    0.000    0.000 Queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 _filter.py:122(LogLevelFilterPredicate)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        1    0.000    0.000    0.000    0.000 {binascii.hexlify}
        1    0.000    0.000    0.000    0.000 {built-in method ENGINE_set_id}
        1    0.000    0.000    0.000    0.000 rfc822.py:775(AddressList)
        1    0.000    0.000    0.000    0.000 __init__.py:1841(FileMetadata)
        1    0.000    0.000    0.000    0.000 {cStringIO.StringIO}
        1    0.000    0.000    0.000    0.000 __init__.py:36(SettingsAttribute)
        1    0.000    0.000    0.000    0.000 interface.py:564(Method)
        1    0.000    0.000    0.000    0.000 interfaces.py:64(CMACBackend)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4368(OnlyOnce)
        1    0.000    0.000    0.000    0.000 tempfile.py:383(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:1010(Manager)
        4    0.000    0.000    0.000    0.000 runtime.py:74(getType)
        1    0.000    0.000    0.000    0.000 __init__.py:1134(FieldsDict)
        1    0.000    0.000    0.000    0.000 feed.py:94(CSVFeedSpider)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 components.py:192(Componentized)
        1    0.000    0.000    0.000    0.000 unix.py:374(DatagramPort)
        1    0.000    0.000    0.000    0.000 zipfile.py:262(ZipInfo)
        1    0.000    0.000    0.000    0.000 interfaces.py:48(HMACBackend)
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 process.py:519(_FDDetector)
        1    0.000    0.000    0.000    0.000 context.py:106(ThreadedContextTracker)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:172(AddrlistClass)
        4    0.000    0.000    0.000    0.000 pyparsing.py:292(__init__)
        1    0.000    0.000    0.000    0.000 crypto.py:827(X509Req)
        1    0.000    0.000    0.000    0.000 sitemap.py:13(SitemapSpider)
       12    0.000    0.000    0.000    0.000 xmlerror.pxi:170(__init__)
        1    0.000    0.000    0.000    0.000 base.py:1123(_SignalReactorMixin)
        1    0.000    0.000    0.000    0.000 log.py:562(PythonLoggingObserver)
        1    0.000    0.000    0.000    0.000 parser.py:48(Selector)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        5    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 _baseprocess.py:20(BaseProcess)
        1    0.000    0.000    0.000    0.000 spidermw.py:15(SpiderMiddlewareManager)
        1    0.000    0.000    0.000    0.000 interfaces.py:33(HashBackend)
        2    0.000    0.000    0.000    0.000 uuid.py:187(__hash__)
        1    0.000    0.000    0.000    0.000 constants.py:24(_Constant)
        1    0.000    0.000    0.000    0.000 _filter.py:87(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:101(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3024(White)
        1    0.000    0.000    0.000    0.000 __init__.py:38(_RouteClassAttributeToGetattr)
        1    0.000    0.000    0.000    0.000 iterators.py:59(_StreamReader)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2816(QuotedString)
        1    0.000    0.000    0.000    0.000 protocol.py:781(FileWrapper)
        1    0.000    0.000    0.000    0.000 webbrowser.py:138(BaseBrowser)
        1    0.000    0.000    0.000    0.000 __init__.py:1397(MultipleSelectOptions)
        1    0.000    0.000    0.000    0.000 process.py:301(_BaseProcess)
        2    0.000    0.000    0.000    0.000 _util.py:51(make_assert)
        1    0.000    0.000    0.000    0.000 policies.py:572(TrafficLoggingProtocol)
        1    0.000    0.000    0.000    0.000 datatypes.py:309(SequenceExclude)
        1    0.000    0.000    0.000    0.000 tls.py:650(_ContextFactoryToConnectionFactory)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3042(<genexpr>)
        1    0.000    0.000    0.000    0.000 csstranslator.py:8(XPathExpr)
        1    0.000    0.000    0.000    0.000 crypto.py:2457(_PassphraseHelper)
        1    0.000    0.000    0.000    0.000 form.py:17(FormRequest)
        1    0.000    0.000    0.000    0.000 filepath.py:497(RWX)
        1    0.000    0.000    0.000    0.000 calendar.py:259(TextCalendar)
        1    0.000    0.000    0.000    0.000 crawler.py:217(CrawlerProcess)
        4    0.000    0.000    0.000    0.000 _util.py:56(openssl_assert)
        1    0.000    0.000    0.000    0.000 runtime.py:136(isLinux)
        1    0.000    0.000    0.000    0.000 posixbase.py:110(_FDWaker)
        1    0.000    0.000    0.000    0.000 crawl.py:34(CrawlSpider)
        1    0.000    0.000    0.000    0.000 crypto.py:1942(CRL)
        1    0.000    0.000    0.000    0.000 rsa.py:50(RSAPrivateKeyWithSerialization)
        2    0.000    0.000    0.000    0.000 <string>:8(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:327(VersionConflict)
        1    0.000    0.000    0.000    0.000 credentials.py:58(IUsernameHashedPassword)
        2    0.000    0.000    0.000    0.000 _abcoll.py:26(<genexpr>)
        1    0.000    0.000    0.000    0.000 sgmllib.py:461(TestSGMLParser)
        1    0.000    0.000    0.000    0.000 posixbase.py:60(_SocketWaker)
        1    0.000    0.000    0.000    0.000 __init__.py:1590(EmptyProvider)
        1    0.000    0.000    0.000    0.000 ssl.py:300(_ASN1Object)
        1    0.000    0.000    0.000    0.000 unix.py:249(Port)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 interface.py:50(Element)
        1    0.000    0.000    0.000    0.000 components.py:107(_addHook)
        1    0.000    0.000    0.000    0.000 handlers.py:84(RotatingFileHandler)
        1    0.000    0.000    0.000    0.000 calendar.py:376(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 encoder.py:70(JSONEncoder)
        1    0.000    0.000    0.000    0.000 credentials.py:501(SSHPrivateKey)
        1    0.000    0.000    0.000    0.000 plistlib.py:393(PlistParser)
        1    0.000    0.000    0.000    0.000 {locals}
        3    0.000    0.000    0.000    0.000 pyparsing.py:3044(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:1049(_Timer)
        1    0.000    0.000    0.000    0.000 threading.py:288(__exit__)
        1    0.000    0.000    0.000    0.000 classlookup.pxi:551(set_element_class_lookup)
        1    0.000    0.000    0.000    0.000 webbrowser.py:204(UnixBrowser)
        1    0.000    0.000    0.000    0.000 process.py:243(ProcessReader)
       12    0.000    0.000    0.000    0.000 interface.py:375(interfaces)
        1    0.000    0.000    0.000    0.000 _tzhelper.py:18(FixedOffsetTimeZone)
        1    0.000    0.000    0.000    0.000 crypto.py:2140(PKCS7)
        1    0.000    0.000    0.000    0.000 _newtls.py:24(_BypassTLS)
        1    0.000    0.000    0.000    0.000 io.py:79(TextIOBase)
        1    0.000    0.000    0.000    0.000 declarations.py:61(Declaration)
        1    0.000    0.000    0.000    0.000 threading.py:780(_set_ident)
        1    0.000    0.000    0.000    0.000 _filter.py:194(clearLogLevels)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method BIO_s_mem}
        1    0.000    0.000    0.000    0.000 styles.py:250(Ephemeral)
        6    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:1540(ServerProxy)
        4    0.000    0.000    0.000    0.000 log.py:290(_actually)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3422(Or)
        2    0.000    0.000    0.000    0.000 base.py:324(__init__)
        1    0.000    0.000    0.000    0.000 interfaces.py:51(IAttribute)
        2    0.000    0.000    0.000    0.000 declarations.py:675(__init__)
        1    0.000    0.000    0.000    0.000 util.py:642(SubclassableCStringIO)
        1    0.000    0.000    0.000    0.000 defer.py:763(DeferredList)
        1    0.000    0.000    0.000    0.000 _buffer.py:38(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:158(FeedParser)
        1    0.000    0.000    0.000    0.000 tokenize.py:46(any)
        1    0.000    0.000    0.000    0.000 cookielib.py:1749(FileCookieJar)
        1    0.000    0.000    0.000    0.000 error.py:89(ConnectError)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(_Reasons)
        1    0.000    0.000    0.000    0.000 subprocess.py:400(CalledProcessError)
        1    0.000    0.000    0.000    0.000 __init__.py:257(c_bool)
        1    0.000    0.000    0.000    0.000 zipfile.py:1259(__del__)
        1    0.000    0.000    0.000    0.000 iweb.py:565(_IRequestEncoder)
        1    0.000    0.000    0.000    0.000 ascii.py:13(Codec)
        1    0.000    0.000    0.000    0.000 declarations.py:324(implementer_only)
        1    0.000    0.000    0.000    0.000 declarations.py:348(__init__)
        1    0.000    0.000    0.000    0.000 urlparse.py:129(ParseResult)
        1    0.000    0.000    0.000    0.000 dsa.py:14(DSAParameters)
        1    0.000    0.000    0.000    0.000 context.py:23(ContextTracker)
        1    0.000    0.000    0.000    0.000 _legacy.py:18(LegacyLogObserverWrapper)
        1    0.000    0.000    0.000    0.000 SocketServer.py:507(ForkingMixIn)
        1    0.000    0.000    0.000    0.000 runtime.py:56(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:194(c_float)
        1    0.000    0.000    0.000    0.000 log.py:141(Logger)
        1    0.000    0.000    0.000    0.000 iweb.py:314(IAccessLogFormatter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:172(_Constants)
       10    0.000    0.000    0.000    0.000 __init__.py:178(<lambda>)
        1    0.000    0.000    0.000    0.000 SocketServer.py:582(ThreadingMixIn)
        1    0.000    0.000    0.000    0.000 interfaces.py:1463(IReactorFDSet)
        1    0.000    0.000    0.000    0.000 decimal.py:250(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 address.py:199(_ServerFactoryIPv4Address)
        1    0.000    0.000    0.000    0.000 __init__.py:225(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:818(IntEnum)
        1    0.000    0.000    0.000    0.000 basic.py:44(NetstringParseError)
        1    0.000    0.000    0.000    0.000 ascii.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 _filter.py:80(FilteringLogObserver)
        1    0.000    0.000    0.000    0.000 six.py:60(X)
        2    0.000    0.000    0.000    0.000 pyparsing.py:643(<lambda>)
        1    0.000    0.000    0.000    0.000 win32.py:121(__init__)
        1    0.000    0.000    0.000    0.000 http.py:1357(_IdentityTransferDecoder)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 SSL.py:229(_NpnAdvertiseHelper)
        1    0.000    0.000    0.000    0.000 SSL.py:435(Session)
        1    0.000    0.000    0.000    0.000 urlparse.py:121(SplitResult)
        1    0.000    0.000    0.000    0.000 decimal.py:183(Clamped)
        1    0.000    0.000    0.000    0.000 csstranslator.py:44(TranslatorMixin)
        1    0.000    0.000    0.000    0.000 interfaces.py:303(IDeclaration)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 util.py:496(FancyStrMixin)
        1    0.000    0.000    0.000    0.000 declarations.py:672(provider)
        1    0.000    0.000    0.000    0.000 __init__.py:190(SetuptoolsVersion)
        1    0.000    0.000    0.000    0.000 tcp.py:484(BaseClient)
        1    0.000    0.000    0.000    0.000 extension.py:9(ExtensionManager)
        1    0.000    0.000    0.000    0.000 six.py:555(Iterator)
        1    0.000    0.000    0.000    0.000 exceptions.py:62(BadImplements)
        1    0.000    0.000    0.000    0.000 exceptions.py:45(BrokenMethodImplementation)
        1    0.000    0.000    0.000    0.000 __init__.py:425(LibraryLoader)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3108(LineStart)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 webbrowser.py:330(Elinks)
        1    0.000    0.000    0.000    0.000 protocol.py:173(_InstanceFactory)
        1    0.000    0.000    0.000    0.000 urllib.py:955(addbase)
        1    0.000    0.000    0.000    0.000 xml.py:10(XmlResponse)
        1    0.000    0.000    0.000    0.000 parser.pxi:81(setDefaultParser)
        1    0.000    0.000    0.000    0.000 decimal.py:321(Overflow)
        1    0.000    0.000    0.000    0.000 httplib.py:1364(BadStatusLine)
        1    0.000    0.000    0.000    0.000 protocol.py:595(ProcessProtocol)
        1    0.000    0.000    0.000    0.000 tokenize.py:146(TokenError)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2505(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 parser.py:597(EOFToken)
        1    0.000    0.000    0.000    0.000 adapter.py:608(AdapterRegistry)
        1    0.000    0.000    0.000    0.000 _structures.py:39(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 __init__.py:48(Dummy)
        1    0.000    0.000    0.000    0.000 policies.py:129(WrappingFactory)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 basic.py:883(FileSender)
        1    0.000    0.000    0.000    0.000 filepath.py:252(_WindowsUnlistableError)
        3    0.000    0.000    0.000    0.000 _abcoll.py:98(__subclasshook__)
        1    0.000    0.000    0.000    0.000 adapter.py:406(VerifyingBaseFallback)
        1    0.000    0.000    0.000    0.000 declarations.py:577(ClassProvides)
        1    0.000    0.000    0.000    0.000 interfaces.py:1033(IReactorProcess)
        1    0.000    0.000    0.000    0.000 __init__.py:684(HtmlElement)
        1    0.000    0.000    0.000    0.000 decimal.py:3749(_ContextManager)
        1    0.000    0.000    0.000    0.000 decoder.py:272(JSONDecoder)
        1    0.000    0.000    0.000    0.000 __init__.py:1387(RootLogger)
        1    0.000    0.000    0.000    0.000 error.py:137(ServiceNameUnknownError)
