         786300 function calls (779308 primitive calls) in 0.625 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {function seed at 0x7f52e35091b8}
        1    0.000    0.000    0.000    0.000 gz.py:1(<module>)
     20/4    0.000    0.000    0.000    0.000 pyparsing.py:3297(streamline)
        2    0.000    0.000    0.000    0.000 __init__.py:2627(from_filename)
        9    0.000    0.000    0.000    0.000 deprecate.py:258(deprecationDecorator)
        1    0.000    0.000    0.000    0.000 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 credentials.py:189(DigestCredentialFactory)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
      202    0.000    0.000    0.000    0.000 {_sre.compile}
      252    0.000    0.000    0.000    0.000 codecs.py:302(__init__)
     2144    0.000    0.000    0.000    0.000 version.py:352(<lambda>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2841(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3331(setResultsName)
      118    0.000    0.000    0.000    0.000 re.py:138(match)
        1    0.000    0.000    0.000    0.000 __init__.py:1663(__new__)
      201    0.000    0.000    0.000    0.000 abc.py:89(<genexpr>)
        1    0.000    0.000    0.000    0.000 zipfile.py:726(__init__)
      121    0.000    0.000    0.000    0.000 pyparsing.py:2346(__init__)
      136    0.000    0.000    0.000    0.000 abc.py:128(__instancecheck__)
        1    0.000    0.000    0.000    0.000 declarations.py:351(__call__)
        1    0.000    0.000    0.000    0.000 zipfile.py:501(ZipExtFile)
        1    0.000    0.000    0.000    0.000 declarations.py:229(classImplementsOnly)
      471    0.000    0.000    0.000    0.000 copy_reg.py:92(__newobj__)
        2    0.000    0.000    0.000    0.000 __init__.py:7(<module>)
     2548    0.000    0.000    0.000    0.000 {_sre.getlower}
        1    0.000    0.000    0.000    0.000 zipfile.py:803(_RealGetContents)
      485    0.000    0.000    0.000    0.000 urlparse.py:332(<genexpr>)
        9    0.000    0.000    0.000    0.000 __init__.py:1567(getLogger)
      341    0.000    0.000    0.000    0.000 sre_parse.py:74(opengroup)
        3    0.000    0.000    0.000    0.000 warnings.py:67(filterwarnings)
      252    0.000    0.000    0.000    0.000 utf_8.py:15(decode)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:7(<module>)
     1766    0.000    0.000    0.000    0.000 version.py:332(_parse_local_version)
        1    0.000    0.000    0.000    0.000 sgmllib.py:60(SGMLParser)
        9    0.000    0.000    0.000    0.000 __init__.py:1025(getLogger)
      474    0.000    0.000    0.000    0.000 weakref.py:335(__setitem__)
      101    0.000    0.000    0.000    0.000 sre_parse.py:227(isname)
       38    0.000    0.000    0.000    0.000 pyparsing.py:4208(__init__)
     15/4    0.000    0.000    0.000    0.000 pyparsing.py:3740(streamline)
        1    0.000    0.000    0.000    0.000 _levels.py:7(<module>)
        1    0.000    0.000    0.000    0.000 SSL.py:1(<module>)
      302    0.000    0.000    0.000    0.000 {zip}
        1    0.000    0.000    0.000    0.000 {posix.popen}
        1    0.000    0.000    0.000    0.000 item.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:27(<module>)
      453    0.000    0.000    0.000    0.000 interface.py:57(__init__)
       12    0.000    0.000    0.000    0.000 {dir}
      771    0.000    0.000    0.000    0.000 collections.py:349(<genexpr>)
        1    0.000    0.000    0.000    0.000 pty.py:1(<module>)
      485    0.000    0.000    0.000    0.000 urllib.py:1217(<genexpr>)
       85    0.000    0.000    0.000    0.000 inspect.py:744(getargs)
        1    0.000    0.000    0.000    0.000 __init__.py:2795(DistInfoDistribution)
     3962    0.000    0.000    0.000    0.000 {ord}
       11    0.000    0.000    0.000    0.000 xpath.pxi:411(__init__)
        1    0.000    0.000    0.000    0.000 _observer.py:7(<module>)
      404    0.000    0.000    0.000    0.000 sre_compile.py:546(isstring)
        1    0.000    0.000    0.000    0.000 declarations.py:26(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:346(__init__)
     1384    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 zipfile.py:420(_ZipDecrypter)
      104    0.000    0.000    0.000    0.000 interface.py:195(unsubscribe)
        1    0.000    0.000    0.000    0.000 zipfile.py:433(_GenerateCRCTable)
      341    0.000    0.000    0.000    0.000 sre_parse.py:85(closegroup)
     1431    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 cookielib.py:1217(CookieJar)
        1    0.000    0.000    0.000    0.000 expat.py:1(<module>)
     3170    0.000    0.000    0.000    0.000 {hash}
      783    0.000    0.000    0.000    0.000 {range}
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
        1    0.000    0.000    0.000    0.000 tty.py:1(<module>)
      330    0.000    0.000    0.000    0.000 __init__.py:740(__iter__)
      342    0.000    0.000    0.000    0.000 inspect.py:59(isclass)
        3    0.000    0.000    0.000    0.000 declarations.py:480(Provides)
       28    0.000    0.000    0.000    0.000 pyparsing.py:3975(__init__)
      347    0.000    0.000    0.000    0.000 weakref.py:429(keys)
        1    0.000    0.000    0.000    0.000 _format.py:7(<module>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1855(__mul__)
      413    0.000    0.000    0.000    0.000 inspect.py:67(ismethod)
      257    0.000    0.000    0.000    0.000 stat.py:49(S_ISREG)
       52    0.000    0.000    0.000    0.000 linecache.py:47(checkcache)
        1    0.000    0.000    0.000    0.000 _setmixin.py:1(<module>)
       64    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
        5    0.000    0.000    0.000    0.000 ssl.py:114(_import_symbols)
        1    0.000    0.000    0.000    0.000 backports_abc.py:16(<module>)
        1    0.000    0.000    0.000    0.000 adapter.py:15(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
      557    0.000    0.000    0.000    0.000 six.py:184(find_module)
      300    0.000    0.000    0.000    0.000 deprecate.py:310(__init__)
        2    0.000    0.000    0.000    0.000 {_ctypes.dlopen}
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1904(makeOptionalList)
        1    0.000    0.000    0.000    0.000 mimetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _global.py:8(<module>)
        1    0.000    0.000    0.000    0.000 components.py:324(proxyForInterface)
       49    0.000    0.000    0.000    0.000 pyparsing.py:2804(__str__)
       39    0.000    0.000    0.000    0.000 functools.py:17(update_wrapper)
        2    0.000    0.000    0.000    0.000 declarations.py:453(__init__)
      406    0.000    0.000    0.000    0.000 inspect.py:191(isframe)
        1    0.000    0.000    0.000    0.000 {posix.urandom}
      756    0.000    0.000    0.000    0.000 {method 'lower' of 'unicode' objects}
      406    0.000    0.000    0.000    0.000 inspect.py:181(istraceback)
     1823    0.000    0.000    0.000    0.000 {chr}
        1    0.000    0.000    0.000    0.000 _file.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _buffer.py:7(<module>)
      421    0.000    0.000    0.000    0.000 inspect.py:142(isfunction)
        9    0.000    0.000    0.000    0.000 deprecate.py:177(getDeprecationWarningString)
        1    0.000    0.000    0.000    0.000 __init__.py:76(__fix_docstring)
      869    0.000    0.000    0.000    0.000 sre_parse.py:145(__setitem__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4428(delimitedList)
      411    0.000    0.000    0.000    0.000 inspect.py:209(iscode)
        1    0.000    0.000    0.000    0.000 _legacy.py:7(<module>)
        1    0.000    0.000    0.000    0.000 lxmlhtml.py:3(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_reset_cache)
        1    0.000    0.000    0.000    0.000 pkgutil.py:556(get_data)
      538    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
      796    0.000    0.000    0.000    0.000 {iter}
      269    0.000    0.000    0.000    0.000 deprecate.py:319(__setattr__)
    13/12    0.000    0.000    0.000    0.000 pyparsing.py:3412(__str__)
        1    0.000    0.000    0.000    0.000 threads.py:8(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:8(<module>)
      253    0.000    0.000    0.000    0.000 {method 'split' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 hmac.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ConfigParser.py:588(ConfigParser)
      406    0.000    0.000    0.000    0.000 __init__.py:1900(__init__)
        7    0.000    0.000    0.000    0.000 constants.py:142(__new__)
        1    0.000    0.000    0.000    0.000 ConfigParser.py:686(SafeConfigParser)
       88    0.000    0.000    0.000    0.000 collections.py:375(<genexpr>)
        2    0.000    0.000    0.000    0.000 declarations.py:678(__call__)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
      329    0.000    0.000    0.000    0.000 __init__.py:989(_added_new)
        1    0.000    0.000    0.000    0.000 pkgutil.py:441(get_loader)
        1    0.000    0.000    0.000    0.000 unified.py:3(<module>)
        2    0.000    0.000    0.000    0.000 declarations.py:496(directlyProvides)
        1    0.000    0.000    0.000    0.000 epollreactor.py:401(install)
      203    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
        1    0.000    0.000    0.000    0.000 failure.py:12(<module>)
        1    0.000    0.000    0.000    0.000 pkgutil.py:466(find_loader)
      8/6    0.000    0.000    0.000    0.000 deprecate.py:55(__new__)
       20    0.000    0.000    0.000    0.000 versions.py:73(short)
        1    0.000    0.000    0.000    0.000 _global.py:76(__init__)
       15    0.000    0.000    0.000    0.000 pyparsing.py:3554(__str__)
      604    0.000    0.000    0.000    0.000 {max}
        1    0.000    0.000    0.000    0.000 epollreactor.py:222(__init__)
      300    0.000    0.000    0.000    0.000 interface.py:582(_set_optional)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        4    0.000    0.000    0.000    0.000 collections.py:50(__init__)
        1    0.000    0.000    0.000    0.000 cgi.py:837(InterpFormContentDict)
      839    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 six.py:646(u)
        1    0.000    0.000    0.000    0.000 lockfile.py:8(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:6(<module>)
        5    0.000    0.000    0.000    0.000 failure.py:172(__init__)
        1    0.000    0.000    0.000    0.000 declarations.py:682(moduleProvides)
       24    0.000    0.000    0.000    0.000 pyparsing.py:2791(parseImpl)
      268    0.000    0.000    0.000    0.000 pyparsing.py:3248(<genexpr>)
       41    0.000    0.000    0.000    0.000 pyparsing.py:3417(<genexpr>)
      591    0.000    0.000    0.000    0.000 pkgutil.py:173(__init__)
       44    0.000    0.000    0.000    0.000 {repr}
        1    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _structures.py:4(<module>)
    82/80    0.000    0.000    0.000    0.000 pyparsing.py:349(__init__)
       11    0.000    0.000    0.000    0.000 pyparsing.py:3829(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:387(<module>)
      354    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 SSL.py:457(__init__)
     1009    0.000    0.000    0.000    0.000 {method 'strip' of 'unicode' objects}
      186    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
      543    0.000    0.000    0.000    0.000 sre_parse.py:221(isident)
        1    0.000    0.000    0.000    0.000 backports_abc.py:38(mk_gen)
        1    0.000    0.000    0.000    0.000 item.py:27(__new__)
        1    0.000    0.000    0.000    0.000 util.py:5(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 datatypes.py:186(CaselessDict)
        1    0.000    0.000    0.000    0.000 _file.py:24(__init__)
      252    0.000    0.000    0.000    0.000 {method 'partition' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 webbrowser.py:184(BackgroundBrowser)
        1    0.000    0.000    0.000    0.000 compat.py:291(ioType)
        1    0.000    0.000    0.000    0.000 __init__.py:656(Handler)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:1071(_fixupParents)
      341    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 signal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 win32.py:126(fromEnvironment)
       30    0.000    0.000    0.000    0.000 pyparsing.py:2720(__str__)
        1    0.000    0.000    0.000    0.000 udp.py:59(Port)
       18    0.000    0.000    0.000    0.000 versions.py:250(getVersionString)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1819(__radd__)
        1    0.000    0.000    0.000    0.000 default_settings.py:14(<module>)
        1    0.000    0.000    0.000    0.000 decimal.py:505(Decimal)
       11    0.000    0.000    0.000    0.000 xpath.pxi:131(__init__)
        1    0.000    0.000    0.000    0.000 fdesc.py:8(<module>)
       50    0.000    0.000    0.000    0.000 pyparsing.py:3559(<genexpr>)
        9    0.000    0.000    0.000    0.000 deprecate.py:140(_getDeprecationWarningString)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3913(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method OpenSSL_add_all_algorithms}
        2    0.000    0.000    0.000    0.000 components.py:68(registerAdapter)
        1    0.000    0.000    0.000    0.000 base.py:475(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:17(<module>)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1167(setName)
       88    0.000    0.000    0.000    0.000 collections.py:373(<genexpr>)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(<module>)
        6    0.000    0.000    0.000    0.000 deprecate.py:481(deprecatedModuleAttribute)
       29    0.000    0.000    0.000    0.000 __init__.py:105(__setitem__)
        1    0.000    0.000    0.000    0.000 {built-in method SSL_CTX_new}
      252    0.000    0.000    0.000    0.000 codecs.py:253(__init__)
     11/9    0.000    0.000    0.000    0.000 deprecate.py:70(_fullyQualifiedName)
       12    0.000    0.000    0.000    0.000 decorators.py:14(deco)
       13    0.000    0.000    0.000    0.000 __init__.py:169(<genexpr>)
       11    0.000    0.000    0.000    0.000 xpath.pxi:54(__init__)
      252    0.000    0.000    0.000    0.000 __init__.py:1853(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2743(Regex)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
       83    0.000    0.000    0.000    0.000 six.py:141(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:205(_acquireLock)
      333    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       15    0.000    0.000    0.000    0.000 pyparsing.py:4543(_escapeRegexRangeChars)
        1    0.000    0.000    0.000    0.000 randbytes.py:7(<module>)
        1    0.000    0.000    0.000    0.000 six.py:689(exec_)
        1    0.000    0.000    0.000    0.000 resolver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adapter.py:442(AdapterLookupBase)
      120    0.000    0.000    0.000    0.000 {method 'get' of 'dictproxy' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:12(<module>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2023(suppress)
      298    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      172    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 task.py:30(LoopingCall)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4761(<genexpr>)
       39    0.000    0.000    0.000    0.000 __init__.py:409(__setattr__)
        1    0.000    0.000    0.000    0.000 ossignal.py:2(<module>)
        8    0.000    0.000    0.000    0.000 _logger.py:35(__init__)
        1    0.000    0.000    0.000    0.000 middleware.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tls.py:213(TLSMemoryBIOProtocol)
        2    0.000    0.000    0.000    0.000 {built-in method SSL_load_error_strings}
        1    0.000    0.000    0.000    0.000 pyparsing.py:3901(ZeroOrMore)
       36    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4759(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method SSL_library_init}
       11    0.000    0.000    0.000    0.000 extensions.pxi:51(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
        8    0.000    0.000    0.000    0.000 re.py:208(escape)
       17    0.000    0.000    0.000    0.000 copy_reg.py:95(_slotnames)
       54    0.000    0.000    0.000    0.000 {any}
       21    0.000    0.000    0.000    0.000 zipfile.py:287(__init__)
      129    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1027(Environment)
        3    0.000    0.000    0.000    0.000 __init__.py:75(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1080(ParserElement)
        1    0.000    0.000    0.000    0.000 posixbase.py:232(_DisconnectSelectableMixin)
       82    0.000    0.000    0.000    0.000 pyparsing.py:340(__new__)
        1    0.000    0.000    0.000    0.000 trackref.py:10(<module>)
        1    0.000    0.000    0.000    0.000 urlparse.py:73(ResultMixin)
        2    0.000    0.000    0.000    0.000 adapter.py:102(register)
       64    0.000    0.000    0.000    0.000 _weakrefset.py:83(add)
        1    0.000    0.000    0.000    0.000 __init__.py:1160(InputGetter)
        1    0.000    0.000    0.000    0.000 abstract.py:156(FileDescriptor)
       20    0.000    0.000    0.000    0.000 versions.py:201(_getSVNVersion)
        7    0.000    0.000    0.000    0.000 defer.py:1208(inlineCallbacks)
        9    0.000    0.000    0.000    0.000 threading.py:147(acquire)
        1    0.000    0.000    0.000    0.000 errors.py:2(<module>)
        1    0.000    0.000    0.000    0.000 failure.py:145(Failure)
        1    0.000    0.000    0.000    0.000 tempfile.py:18(<module>)
       33    0.000    0.000    0.000    0.000 UserDict.py:91(get)
      170    0.000    0.000    0.000    0.000 pyparsing.py:2039(setWhitespaceChars)
        1    0.000    0.000    0.000    0.000 _flatten.py:9(<module>)
       22    0.000    0.000    0.000    0.000 {posix.access}
        1    0.000    0.000    0.000    0.000 policies.py:9(<module>)
        9    0.000    0.000    0.000    0.000 deprecate.py:119(_getDeprecationDocstring)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1046(wrapper)
      683    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:249(get_supported_platform)
        1    0.000    0.000    0.000    0.000 adapter.py:612(__init__)
      104    0.000    0.000    0.000    0.000 weakref.py:326(__delitem__)
      333    0.000    0.000    0.000    0.000 {imp.release_lock}
        1    0.000    0.000    0.000    0.000 message.py:92(Message)
       20    0.000    0.000    0.000    0.000 versions.py:85(base)
        1    0.000    0.000    0.000    0.000 request.py:4(<module>)
        1    0.000    0.000    0.000    0.000 versions.py:9(<module>)
        1    0.000    0.000    0.000    0.000 SocketServer.py:120(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:144(_check_size)
        1    0.000    0.000    0.000    0.000 saferef.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
       20    0.000    0.000    0.000    0.000 pyparsing.py:2685(parseImpl)
      355    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 deprecate.py:213(_appendToDocstring)
        1    0.000    0.000    0.000    0.000 defs.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _logger.py:7(<module>)
      105    0.000    0.000    0.000    0.000 pyparsing.py:2131(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1950(__xor__)
        1    0.000    0.000    0.000    0.000 datatypes.py:299(__init__)
        1    0.000    0.000    0.000    0.000 _tzhelper.py:7(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:456(get_build_platform)
        1    0.000    0.000    0.000    0.000 __init__.py:1804(_index)
        1    0.000    0.000    0.000    0.000 appdirs.py:9(<module>)
       10    0.000    0.000    0.000    0.000 __init__.py:1127(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3995(__str__)
        7    0.000    0.000    0.000    0.000 deprecate.py:368(__setattr__)
        1    0.000    0.000    0.000    0.000 deprecate.py:45(<module>)
      353    0.000    0.000    0.000    0.000 posixpath.py:44(normcase)
       11    0.000    0.000    0.000    0.000 xpath.pxi:148(set_context)
        1    0.000    0.000    0.000    0.000 threading.py:1081(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:214(_releaseLock)
        7    0.000    0.000    0.000    0.000 specifiers.py:266(_require_version_compare)
      333    0.000    0.000    0.000    0.000 {imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 adapter.py:37(__init__)
        1    0.000    0.000    0.000    0.000 posixbase.py:276(installWaker)
       39    0.000    0.000    0.000    0.000 functools.py:39(wraps)
      126    0.000    0.000    0.000    0.000 six.py:88(__init__)
        1    0.000    0.000    0.000    0.000 Queue.py:1(<module>)
        3    0.000    0.000    0.000    0.000 decimal.py:3783(__init__)
        1    0.000    0.000    0.000    0.000 unified.py:29(SelectorList)
      471    0.000    0.000    0.000    0.000 {id}
        1    0.000    0.000    0.000    0.000 zipfile.py:201(_EndRecData)
        3    0.000    0.000    0.000    0.000 __init__.py:1908(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1998(__invert__)
       16    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 threadable.py:8(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3436(__init__)
        5    0.000    0.000    0.000    0.000 deprecate.py:352(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4735(<lambda>)
       11    0.000    0.000    0.000    0.000 xpath.pxi:60(set_context)
        2    0.000    0.000    0.000    0.000 urlparse.py:137(urlparse)
        8    0.000    0.000    0.000    0.000 _logger.py:24(_namespaceFromCallingContext)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:8(<module>)
      281    0.000    0.000    0.000    0.000 pyparsing.py:2634(<genexpr>)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
       11    0.000    0.000    0.000    0.000 xpath.pxi:123(__cinit__)
       64    0.000    0.000    0.000    0.000 pyparsing.py:1328(preParse)
        1    0.000    0.000    0.000    0.000 ascii.py:8(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4192(copy)
     19/7    0.000    0.000    0.000    0.000 interface.py:255(interfaces)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3807(__init__)
      126    0.000    0.000    0.000    0.000 abc.py:15(abstractmethod)
        1    0.000    0.000    0.000    0.000 _compat.py:28(__new__)
        1    0.000    0.000    0.000    0.000 backports_abc.py:122(mk_coroutine)
       12    0.000    0.000    0.000    0.000 decorators.py:9(deprecated)
       36    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:640(__iadd__)
        1    0.000    0.000    0.000    0.000 backports_abc.py:95(mk_awaitable)
        1    0.000    0.000    0.000    0.000 _io.py:7(<module>)
        1    0.000    0.000    0.000    0.000 url.py:7(<module>)
       43    0.000    0.000    0.000    0.000 six.py:105(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:132(__init__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4270(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:114(RLock)
        6    0.000    0.000    0.000    0.000 uuid.py:103(__init__)
        2    0.000    0.000    0.000    0.000 urlparse.py:168(urlsplit)
      195    0.000    0.000    0.000    0.000 pyparsing.py:3370(<genexpr>)
        1    0.000    0.000    0.000    0.000 SSL.py:1076(__init__)
        3    0.000    0.000    0.000    0.000 binding.py:72(wrapper)
        9    0.000    0.000    0.000    0.000 threading.py:187(release)
        1    0.000    0.000    0.000    0.000 sysconfig.py:584(get_platform)
       95    0.000    0.000    0.000    0.000 pkgutil.py:237(__init__)
        1    0.000    0.000    0.000    0.000 sitemap.py:6(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        4    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
        1    0.000    0.000    0.000    0.000 engine.py:56(ExecutionEngine)
       12    0.000    0.000    0.000    0.000 __init__.py:976(append)
      116    0.000    0.000    0.000    0.000 __init__.py:2943(cls)
        1    0.000    0.000    0.000    0.000 process.py:101(detectLinuxBrokenPipeBehavior)
        1    0.000    0.000    0.000    0.000 socket.py:183(_socketobject)
       22    0.000    0.000    0.000    0.000 __init__.py:1621(<genexpr>)
      216    0.000    0.000    0.000    0.000 __init__.py:2452(_reload_version)
        3    0.000    0.000    0.000    0.000 __init__.py:530(_find_new_)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4759(<genexpr>)
       10    0.000    0.000    0.000    0.000 collections.py:125(items)
        1    0.000    0.000    0.000    0.000 posixbase.py:129(__init__)
        1    0.000    0.000    0.000    0.000 project.py:1(<module>)
       12    0.000    0.000    0.000    0.000 xmlerror.pxi:388(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3076(__init__)
        1    0.000    0.000    0.000    0.000 text.py:18(TextResponse)
        1    0.000    0.000    0.000    0.000 link.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:3024(_initialize)
        1    0.000    0.000    0.000    0.000 adapter.py:90(<lambda>)
        1    0.000    0.000    0.000    0.000 tcp.py:860(Port)
        6    0.000    0.000    0.000    0.000 decimal.py:514(__new__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3759(__str__)
        1    0.000    0.000    0.000    0.000 context.py:13(<module>)
        1    0.000    0.000    0.000    0.000 _baseprocess.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:20(with_metaclass)
       24    0.000    0.000    0.000    0.000 __init__.py:2220(_is_unpacked_egg)
      255    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 adapter.py:626(_setBases)
        1    0.000    0.000    0.000    0.000 iweb.py:19(IRequest)
        1    0.000    0.000    0.000    0.000 parser.pxi:185(_setupPythonUnicode)
        2    0.000    0.000    0.000    0.000 interface.py:399(__iter__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1265(addParseAction)
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        8    0.000    0.000    0.000    0.000 compat.py:44(currentframe)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 python.py:178(<setcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:1546(_setup_prefix)
      141    0.000    0.000    0.000    0.000 pyparsing.py:3521(<genexpr>)
        1    0.000    0.000    0.000    0.000 adapter.py:84(_setBases)
        1    0.000    0.000    0.000    0.000 threading.py:647(__init__)
      163    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 weakref.py:105(__setitem__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2354(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:129(<dictcomp>)
        1    0.000    0.000    0.000    0.000 runtime.py:5(<module>)
       50    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        3    0.000    0.000    0.000    0.000 adapter.py:637(changed)
      4/2    0.000    0.000    0.000    0.000 interface.py:387(names)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3142(__init__)
        1    0.000    0.000    0.000    0.000 binding.py:138(_register_osrandom_engine)
       15    0.000    0.000    0.000    0.000 {posix.getcwd}
        1    0.000    0.000    0.000    0.000 rfc822.py:71(<module>)
        2    0.000    0.000    0.000    0.000 python.py:165(memoizemethod_noargs)
        1    0.000    0.000    0.000    0.000 binding.py:114(Binding)
       34    0.000    0.000    0.000    0.000 {sys._getframe}
        2    0.000    0.000    0.000    0.000 ssl.py:305(__new__)
        1    0.000    0.000    0.000    0.000 fractions.py:44(Fraction)
